project_id,rent,low_area_sqm,high_area_sqm,low_area_sqft,high_area_sqft,lease_date,no_of_bedrooms,street_name,project_name,district,property_type,longitude,latitude,id,category_name
1103,3700,0,100,0,1000,2022-10-01,99,JALAN GEMBIRA,MACPHERSON GARDEN ESTATE,13,2,103.88013730800142,1.3328073787349248,2,Terrace House
1103,3400,0,100,0,1000,2022-10-01,99,JALAN GEMBIRA,MACPHERSON GARDEN ESTATE,13,2,103.88013730800142,1.3328073787349248,2,Terrace House
1103,4200,0,100,0,1000,2022-10-01,99,JALAN GEMBIRA,MACPHERSON GARDEN ESTATE,13,2,103.88013730800142,1.3328073787349248,2,Terrace House
868,3300,0,100,0,1000,2022-10-01,99,JALAN CHEGAR,THOMSON GARDEN ESTATE,20,2,103.83877315511212,1.3538407715965219,2,Terrace House
180,13800,260,270,2800,2900,2022-10-01,5,AMBER ROAD,THE SEA VIEW,15,1,103.9021490837182,1.3016737299214358,1,Non-landed Properties
1031,19000,260,270,2800,2900,2022-10-01,3,CAIRNHILL ROAD,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,9,1,,,1,Non-landed Properties
1149,8200,260,270,2800,2900,2022-10-01,4,ELLIOT ROAD,ELLIOT AT THE EAST COAST,15,1,103.93078650698961,1.311026568321902,1,Non-landed Properties
107,12800,260,270,2800,2900,2022-10-01,3,RODYK STREET,8 RODYK,9,1,103.83756182148,1.29021050421929,1,Non-landed Properties
1031,17500,260,270,2800,2900,2022-10-01,3,CAIRNHILL ROAD,THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,9,1,,,1,Non-landed Properties
973,7500,260,270,2800,2900,2022-10-01,4,DEVONSHIRE ROAD,THE BEAUMONT,9,1,103.83621907294868,1.2992327762503268,1,Non-landed Properties
1245,16000,260,270,2800,2900,2022-10-01,3,GRANGE ROAD,PARKVIEW ECLAT,10,1,,,1,Non-landed Properties
263,16000,260,270,2800,2900,2022-10-01,4,DRAYCOTT PARK,DRAYCOTT EIGHT,10,1,103.8321010922634,1.31089258970065,1,Non-landed Properties
49,17000,260,270,2800,2900,2022-10-01,4,ARDMORE PARK,ARDMORE PARK,10,1,103.82950915955624,1.3099551425892226,1,Non-landed Properties
488,9200,260,270,2800,2900,2022-10-01,3,CAIRNHILL ROAD,CAIRNHILL PLAZA,9,1,103.83691015576468,1.3065103758913,1,Non-landed Properties
1085,19000,260,270,2800,2900,2022-10-01,4,NASSIM ROAD,SAGE,10,1,103.82427525720831,1.3075434406617734,1,Non-landed Properties
992,20000,260,270,2800,2900,2022-10-01,4,GRANGE ROAD,GRANGE RESIDENCES,10,1,103.82281135476823,1.303995681498145,1,Non-landed Properties
488,12800,260,270,2800,2900,2022-10-01,3,CAIRNHILL ROAD,CAIRNHILL PLAZA,9,1,103.83691015576468,1.3065103758913,1,Non-landed Properties
7,15500,260,270,2800,2900,2022-10-01,4,GRANGE ROAD,CLIVEDEN AT GRANGE,10,1,103.82630489249216,1.2997412060058984,1,Non-landed Properties
49,17000,260,270,2800,2900,2022-10-01,4,ARDMORE PARK,ARDMORE PARK,10,1,103.82950915955624,1.3099551425892226,1,Non-landed Properties
263,20000,260,270,2800,2900,2022-10-01,4,DRAYCOTT PARK,DRAYCOTT EIGHT,10,1,103.8321010922634,1.31089258970065,1,Non-landed Properties
1408,14200,260,270,2800,2900,2022-10-01,4,ARDMORE PARK,JUNIPER AT ARDMORE,10,1,103.82962396727,1.308786665430745,1,Non-landed Properties
49,21500,260,270,2800,2900,2022-10-01,4,ARDMORE PARK,ARDMORE PARK,10,1,103.82950915955624,1.3099551425892226,1,Non-landed Properties
49,19500,260,270,2800,2900,2022-10-01,4,ARDMORE PARK,ARDMORE PARK,10,1,103.82950915955624,1.3099551425892226,1,Non-landed Properties
263,16500,260,270,2800,2900,2022-10-01,4,DRAYCOTT PARK,DRAYCOTT EIGHT,10,1,103.8321010922634,1.31089258970065,1,Non-landed Properties
49,19600,260,270,2800,2900,2022-10-01,4,ARDMORE PARK,ARDMORE PARK,10,1,103.82950915955624,1.3099551425892226,1,Non-landed Properties
8,18300,260,270,2800,2900,2022-10-01,4,OCEAN DRIVE,THE COAST AT SENTOSA COVE,4,1,103.84380653108023,1.2457157018792848,1,Non-landed Properties
1681,7500,260,270,2800,2900,2022-10-01,4,TANGLIN RISE,TANGLIN HILL CONDOMINIUM,10,1,103.81753433845611,1.3020912939452889,1,Non-landed Properties
263,15350,260,270,2800,2900,2022-10-01,4,DRAYCOTT PARK,DRAYCOTT EIGHT,10,1,103.8321010922634,1.31089258970065,1,Non-landed Properties
488,7200,260,270,2800,2900,2022-10-01,3,CAIRNHILL ROAD,CAIRNHILL PLAZA,9,1,103.83691015576468,1.3065103758913,1,Non-landed Properties
1542,9200,260,270,2800,2900,2022-10-01,3,ONAN ROAD,MALVERN SPRINGS,15,1,103.90388874084466,1.30599415733038,1,Non-landed Properties
263,19000,260,270,2800,2900,2022-10-01,4,DRAYCOTT PARK,DRAYCOTT EIGHT,10,1,103.8321010922634,1.31089258970065,1,Non-landed Properties
263,21000,260,270,2900,3000,2022-10-01,4,DRAYCOTT PARK,DRAYCOTT EIGHT,10,1,103.8321010922634,1.31089258970065,1,Non-landed Properties
576,14200,260,270,2900,3000,2022-10-01,4,ALEXANDRA VIEW,THE METROPOLITAN CONDOMINIUM,3,1,103.81585340714868,1.2904749366325667,1,Non-landed Properties
2611,3300,270,280,3000,999999,2022-10-01,5,AMBER ROAD,PARKWAY APARTMENT,15,1,103.899589431657,1.29933185173059,1,Non-landed Properties
195,20500,270,280,2900,3000,2022-10-01,4,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,10,1,103.8356253476405,1.31458571594258,1,Non-landed Properties
596,7500,270,280,2900,3000,2022-10-01,4,MOUNT ELIZABETH,ELIZABETH TOWER,9,1,103.836260973088,1.30626330955029,1,Non-landed Properties
743,12800,270,280,2900,3000,2022-10-01,5,JALAN JURONG KECHIL,TERRENE AT BUKIT TIMAH,21,1,103.77078627353988,1.3412739762680232,1,Non-landed Properties
2028,20200,270,280,2900,3000,2022-10-01,3,STAMFORD ROAD,EDEN RESIDENCES CAPITOL,6,1,103.85104478423,1.29298986363361,1,Non-landed Properties
783,13300,270,280,2900,3000,2022-10-01,4,COVE WAY,SEASCAPE,4,1,103.83773320663674,1.2397053833503375,1,Non-landed Properties
195,20000,270,280,2900,3000,2022-10-01,4,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,10,1,103.8356253476405,1.31458571594258,1,Non-landed Properties
596,13000,270,280,2900,3000,2022-10-01,4,MOUNT ELIZABETH,ELIZABETH TOWER,9,1,103.836260973088,1.30626330955029,1,Non-landed Properties
110,1899,20,30,200,300,2022-10-01,99,HAVELOCK ROAD,NON-LANDED HOUSING DEVELOPMENT,3,1,,,1,Non-landed Properties
110,1680,20,30,200,300,2022-10-01,99,HAVELOCK ROAD,NON-LANDED HOUSING DEVELOPMENT,3,1,,,1,Non-landed Properties
110,1899,20,30,200,300,2022-10-01,99,HAVELOCK ROAD,NON-LANDED HOUSING DEVELOPMENT,3,1,,,1,Non-landed Properties
275,4210,20,30,300,400,2022-10-01,1,HOLLAND ROAD,LOFT@HOLLAND,10,1,103.7972035850535,1.3124027613661848,1,Non-landed Properties
275,2900,20,30,300,400,2022-10-01,1,HOLLAND ROAD,LOFT@HOLLAND,10,1,103.7972035850535,1.3124027613661848,1,Non-landed Properties
103,2300,20,30,300,400,2022-10-01,1,NATHAN ROAD,LOFT @ NATHAN,10,1,103.82761039866432,1.2944881001443933,1,Non-landed Properties
1896,8800,280,290,3000,999999,2022-10-01,99,CAVENAGH ROAD,TOWNHOUSE APARTMENTS,9,1,103.842629825806,1.3092379019775451,1,Non-landed Properties
134,22700,280,290,3000,999999,2022-10-01,4,COVE WAY,CAPE ROYALE,4,1,103.83952758035332,1.2411626755116012,1,Non-landed Properties
557,9732,280,290,3000,999999,2022-10-01,4,LEONIE HILL ROAD,LEONIE CONDOTEL,9,1,103.834010112702,1.2970839409570549,1,Non-landed Properties
557,9825,280,290,3000,999999,2022-10-01,4,LEONIE HILL ROAD,LEONIE CONDOTEL,9,1,103.834010112702,1.2970839409570549,1,Non-landed Properties
134,19200,280,290,3000,999999,2022-10-01,4,COVE WAY,CAPE ROYALE,4,1,103.83952758035332,1.2411626755116012,1,Non-landed Properties
3065,24000,280,290,3000,999999,2022-10-01,99,MEYER ROAD,MEYERHOUSE,15,1,103.8934489949695,1.2983276840380249,1,Non-landed Properties
127,1800,30,40,300,400,2022-10-01,1,JALAN JURONG KECHIL,SUITES AT BUKIT TIMAH,21,1,103.773644317235,1.3405436635146049,1,Non-landed Properties
972,2400,30,40,300,400,2022-10-01,1,KIM KEAT ROAD,THE INTERWEAVE,12,1,103.85317630074952,1.3254095242527448,1,Non-landed Properties
1196,2150,30,40,300,400,2022-10-01,1,LORONG 22 GEYLANG,GRANDVIEW SUITES,14,1,103.882436760643,1.3127940948913102,1,Non-landed Properties
161,2500,30,40,300,400,2022-10-01,99,BALESTIER ROAD,PRESTIGE HEIGHTS,12,1,103.8523960691725,1.32531413682455,1,Non-landed Properties
1079,3500,30,40,300,400,2022-10-01,99,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
248,2350,30,40,300,400,2022-10-01,1,PASIR PANJANG ROAD,WHITEHAVEN,5,1,103.77754872358361,1.28973741852205,1,Non-landed Properties
113,1950,30,40,300,400,2022-10-01,1,HAIG ROAD,HAIG 162,15,1,103.89878389434649,1.306342804794755,1,Non-landed Properties
91,2800,30,40,300,400,2022-10-01,1,JALAN JURONG KECHIL,THE HILLFORD,21,1,103.76960882734788,1.34429805701879,1,Non-landed Properties
840,2600,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
218,2400,30,40,300,400,2022-10-01,1,SIMS AVENUE,SUITES @ SIMS,14,1,103.8871878577645,1.31574789145225,1,Non-landed Properties
113,2200,30,40,300,400,2022-10-01,1,HAIG ROAD,HAIG 162,15,1,103.89878389434649,1.306342804794755,1,Non-landed Properties
347,2600,30,40,300,400,2022-10-01,1,LORONG MARICAN,THE EBONY,14,1,103.9084842438795,1.320384665190975,1,Non-landed Properties
2906,2100,30,40,300,400,2022-10-01,99,FERNVALE ROAD,HIGH PARK RESIDENCES,28,1,103.87426329703833,1.3961021642664009,1,Non-landed Properties
239,3350,30,40,300,400,2022-10-01,1,ST. THOMAS WALK,ESPADA,9,1,103.8367244542835,1.2973259283117251,1,Non-landed Properties
1221,2600,30,40,300,400,2022-10-01,1,UPPER SERANGOON ROAD,PARK RESIDENCES KOVAN,19,1,103.8819530158445,1.3579150470147949,1,Non-landed Properties
840,3000,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
1079,3500,30,40,300,400,2022-10-01,99,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
71,2400,30,40,300,400,2022-10-01,1,TELOK KURAU ROAD,VIBES @ EAST COAST,15,1,103.9117317027135,1.309488530368885,1,Non-landed Properties
1079,4200,30,40,300,400,2022-10-01,99,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
91,3300,30,40,300,400,2022-10-01,1,JALAN JURONG KECHIL,THE HILLFORD,21,1,103.76960882734788,1.34429805701879,1,Non-landed Properties
840,2700,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
937,1900,30,40,300,400,2022-10-01,1,LORONG 22 GEYLANG,PRIME RESIDENCE,14,1,103.882458343572,1.3111899874452648,1,Non-landed Properties
1067,2400,30,40,300,400,2022-10-01,1,LORONG 102 CHANGI,JUPITER 18,15,1,103.900525347295,1.3156495032752651,1,Non-landed Properties
1079,4100,30,40,300,400,2022-10-01,1,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
1079,4200,30,40,300,400,2022-10-01,1,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
2710,2150,30,40,300,400,2022-10-01,1,MARNE ROAD,THE CITRON RESIDENCES,8,1,103.857213296687,1.31257419804294,1,Non-landed Properties
110,2600,30,40,300,400,2022-10-01,99,HAVELOCK ROAD,NON-LANDED HOUSING DEVELOPMENT,3,1,,,1,Non-landed Properties
840,3400,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
1105,2800,30,40,300,400,2022-10-01,1,SOUTH BUONA VISTA ROAD,VIVA VISTA,5,1,103.7859760857515,1.27978818577095,1,Non-landed Properties
1221,2800,30,40,300,400,2022-10-01,1,UPPER SERANGOON ROAD,PARK RESIDENCES KOVAN,19,1,103.8819530158445,1.3579150470147949,1,Non-landed Properties
840,3100,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
71,2200,30,40,300,400,2022-10-01,1,TELOK KURAU ROAD,VIBES @ EAST COAST,15,1,103.9117317027135,1.309488530368885,1,Non-landed Properties
275,3100,30,40,300,400,2022-10-01,1,HOLLAND ROAD,LOFT@HOLLAND,10,1,103.7972035850535,1.3124027613661848,1,Non-landed Properties
161,2200,30,40,300,400,2022-10-01,99,BALESTIER ROAD,PRESTIGE HEIGHTS,12,1,103.8523960691725,1.32531413682455,1,Non-landed Properties
840,3000,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
2860,2650,30,40,300,400,2022-10-01,1,GEYLANG ROAD,PAVILION SQUARE,14,1,103.879770800217,1.31297800060859,1,Non-landed Properties
694,2400,30,40,300,400,2022-10-01,1,CHANGI ROAD,THE LENOX,14,1,103.91132855073567,1.3183885398538031,1,Non-landed Properties
2420,2500,30,40,300,400,2022-10-01,1,GUILLEMARD ROAD,GUILLEMARD SUITES,14,1,103.882785704354,1.3109642487943849,1,Non-landed Properties
957,2000,30,40,300,400,2022-10-01,1,TOH TUCK ROAD,NOTTINGHILL SUITES,21,1,103.769166696681,1.3390362855824551,1,Non-landed Properties
222,2700,30,40,300,400,2022-10-01,1,TOPAZ ROAD,SUITES @ TOPAZ,12,1,103.86512116493,1.3286510063857351,1,Non-landed Properties
1939,3300,30,40,300,400,2022-10-01,1,TONG WATT ROAD,VIVACE,9,1,103.840706726466,1.2929456458343,1,Non-landed Properties
959,2800,30,40,300,400,2022-10-01,1,LORONG 25 GEYLANG,CENTRA STUDIOS,14,1,103.88232556880853,1.3144419750673551,1,Non-landed Properties
654,2000,30,40,300,400,2022-10-01,99,TAMPINES ROAD,KOVAN GRANDEUR,19,1,103.89202619943252,1.3608303128964949,1,Non-landed Properties
761,2600,30,40,300,400,2022-10-01,1,RACE COURSE ROAD,CITY LOFT,8,1,103.856688196437,1.3150552812937351,1,Non-landed Properties
145,2625,30,40,300,400,2022-10-01,1,ALEXANDRA ROAD,ALEXIS,3,1,103.80736423377968,1.29125277805007,1,Non-landed Properties
77,3000,30,40,300,400,2022-10-01,1,SHANGHAI ROAD,RV EDGE,10,1,103.828081175071,1.2948844189265052,1,Non-landed Properties
537,2200,30,40,300,400,2022-10-01,99,WOODLEIGH CLOSE,8@WOODLEIGH,13,1,103.8696490598136,1.336116014711338,1,Non-landed Properties
229,2650,30,40,300,400,2022-10-01,99,ST. MICHAEL'S ROAD,AIRSTREAM,12,1,103.8640327441785,1.327332606985675,1,Non-landed Properties
959,2800,30,40,300,400,2022-10-01,1,LORONG 25 GEYLANG,CENTRA STUDIOS,14,1,103.88232556880853,1.3144419750673551,1,Non-landed Properties
415,2450,30,40,300,400,2022-10-01,1,TANJONG KATONG ROAD,SUITES@ KATONG,15,1,103.89553950837649,1.3077967693363,1,Non-landed Properties
590,2800,30,40,300,400,2022-10-01,2,RIVER VALLEY ROAD,OXLEY EDGE,9,1,103.841625907749,1.2956231383758949,1,Non-landed Properties
592,2500,30,40,300,400,2022-10-01,99,UPPER EAST COAST ROAD,SUITES @ EASTCOAST,15,1,103.9323753827945,1.3144955320938676,1,Non-landed Properties
1196,1800,30,40,300,400,2022-10-01,1,LORONG 22 GEYLANG,GRANDVIEW SUITES,14,1,103.882436760643,1.3127940948913102,1,Non-landed Properties
840,3000,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
840,2800,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
222,1850,30,40,300,400,2022-10-01,1,TOPAZ ROAD,SUITES @ TOPAZ,12,1,103.86512116493,1.3286510063857351,1,Non-landed Properties
840,2650,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
972,2350,30,40,300,400,2022-10-01,99,KIM KEAT ROAD,THE INTERWEAVE,12,1,103.85317630074952,1.3254095242527448,1,Non-landed Properties
175,2850,30,40,300,400,2022-10-01,99,TELOK KURAU ROAD,PARC ELEGANCE,15,1,103.90896368934661,1.317693212998424,1,Non-landed Properties
1500,2300,30,40,300,400,2022-10-01,1,TEMBELING ROAD,STUDIOS@TEMBELING,15,1,103.9049643967705,1.30814681885545,1,Non-landed Properties
970,1650,30,40,300,400,2022-10-01,1,MOUNTBATTEN ROAD,MOUNTBATTEN LODGE,15,1,103.888841045497,1.30095160824796,1,Non-landed Properties
239,4400,30,40,300,400,2022-10-01,1,ST. THOMAS WALK,ESPADA,9,1,103.8367244542835,1.2973259283117251,1,Non-landed Properties
972,2700,30,40,300,400,2022-10-01,1,KIM KEAT ROAD,THE INTERWEAVE,12,1,103.85317630074952,1.3254095242527448,1,Non-landed Properties
1105,2800,30,40,300,400,2022-10-01,1,SOUTH BUONA VISTA ROAD,VIVA VISTA,5,1,103.7859760857515,1.27978818577095,1,Non-landed Properties
456,3200,30,40,300,400,2022-10-01,1,TYRWHITT ROAD,TYRWHITT 139,8,1,103.859941419169,1.3115767307652102,1,Non-landed Properties
2906,2300,30,40,300,400,2022-10-01,99,FERNVALE ROAD,HIGH PARK RESIDENCES,28,1,103.87426329703833,1.3961021642664009,1,Non-landed Properties
1196,1900,30,40,300,400,2022-10-01,1,LORONG 22 GEYLANG,GRANDVIEW SUITES,14,1,103.882436760643,1.3127940948913102,1,Non-landed Properties
1939,4000,30,40,300,400,2022-10-01,1,TONG WATT ROAD,VIVACE,9,1,103.840706726466,1.2929456458343,1,Non-landed Properties
761,1900,30,40,300,400,2022-10-01,1,RACE COURSE ROAD,CITY LOFT,8,1,103.856688196437,1.3150552812937351,1,Non-landed Properties
113,2100,30,40,300,400,2022-10-01,1,HAIG ROAD,HAIG 162,15,1,103.89878389434649,1.306342804794755,1,Non-landed Properties
1939,3100,30,40,300,400,2022-10-01,1,TONG WATT ROAD,VIVACE,9,1,103.840706726466,1.2929456458343,1,Non-landed Properties
2860,2000,30,40,300,400,2022-10-01,1,GEYLANG ROAD,PAVILION SQUARE,14,1,103.879770800217,1.31297800060859,1,Non-landed Properties
145,2250,30,40,300,400,2022-10-01,1,ALEXANDRA ROAD,ALEXIS,3,1,103.80736423377968,1.29125277805007,1,Non-landed Properties
1105,2100,30,40,300,400,2022-10-01,1,SOUTH BUONA VISTA ROAD,VIVA VISTA,5,1,103.7859760857515,1.27978818577095,1,Non-landed Properties
127,2200,30,40,300,400,2022-10-01,1,JALAN JURONG KECHIL,SUITES AT BUKIT TIMAH,21,1,103.773644317235,1.3405436635146049,1,Non-landed Properties
1221,2800,30,40,300,400,2022-10-01,1,UPPER SERANGOON ROAD,PARK RESIDENCES KOVAN,19,1,103.8819530158445,1.3579150470147949,1,Non-landed Properties
698,2100,30,40,300,400,2022-10-01,1,JALAN RAJAH,SKYSUITES17,12,1,,,1,Non-landed Properties
840,2900,30,40,300,400,2022-10-01,1,SPOTTISWOODE PARK ROAD,SPOTTISWOODE 18,2,1,103.83758426019151,1.27558340617599,1,Non-landed Properties
972,2600,30,40,300,400,2022-10-01,99,KIM KEAT ROAD,THE INTERWEAVE,12,1,103.85317630074952,1.3254095242527448,1,Non-landed Properties
1079,4500,30,40,300,400,2022-10-01,99,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
1944,2650,30,40,300,400,2022-10-01,1,LORONG L TELOK KURAU,LAVERNE'S LOFT,15,1,103.9102651180215,1.31129282400423,1,Non-landed Properties
1721,2500,30,40,300,400,2022-10-01,1,MANDALAY ROAD,THE AXIS,11,1,103.85384711288266,1.31775843289846,1,Non-landed Properties
239,3400,30,40,300,400,2022-10-01,1,ST. THOMAS WALK,ESPADA,9,1,103.8367244542835,1.2973259283117251,1,Non-landed Properties
145,2600,30,40,300,400,2022-10-01,1,ALEXANDRA ROAD,ALEXIS,3,1,103.80736423377968,1.29125277805007,1,Non-landed Properties
110,2200,30,40,300,400,2022-10-01,99,HAVELOCK ROAD,NON-LANDED HOUSING DEVELOPMENT,3,1,,,1,Non-landed Properties
1866,2200,30,40,300,400,2022-10-01,1,LORONG 6 GEYLANG,ROYCE RESIDENCES,14,1,103.8762889845805,1.311289986475715,1,Non-landed Properties
77,2900,30,40,300,400,2022-10-01,1,SHANGHAI ROAD,RV EDGE,10,1,103.828081175071,1.2948844189265052,1,Non-landed Properties
514,2500,30,40,300,400,2022-10-01,99,UPPER PAYA LEBAR ROAD,SUITES @ PAYA LEBAR,19,1,103.88008819629964,1.35040799805364,1,Non-landed Properties
698,2200,30,40,300,400,2022-10-01,1,JALAN RAJAH,SKYSUITES17,12,1,,,1,Non-landed Properties
498,2550,30,40,300,400,2022-10-01,1,LIM AH WOO ROAD,SUITES @ GUILLEMARD,15,1,103.89176002175449,1.31256786813352,1,Non-landed Properties
590,2800,30,40,300,400,2022-10-01,2,RIVER VALLEY ROAD,OXLEY EDGE,9,1,103.841625907749,1.2956231383758949,1,Non-landed Properties
1079,3500,30,40,300,400,2022-10-01,99,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
77,3200,30,40,300,400,2022-10-01,1,SHANGHAI ROAD,RV EDGE,10,1,103.828081175071,1.2948844189265052,1,Non-landed Properties
654,2800,30,40,300,400,2022-10-01,1,TAMPINES ROAD,KOVAN GRANDEUR,19,1,103.89202619943252,1.3608303128964949,1,Non-landed Properties
1079,3800,30,40,300,400,2022-10-01,99,ENGGOR STREET,SKYSUITES@ANSON,2,1,103.84474111843249,1.2746420348183549,1,Non-landed Properties
1105,3100,30,40,300,400,2022-10-01,1,SOUTH BUONA VISTA ROAD,VIVA VISTA,5,1,103.7859760857515,1.27978818577095,1,Non-landed Properties
145,2500,30,40,300,400,2022-10-01,1,ALEXANDRA ROAD,ALEXIS,3,1,103.80736423377968,1.29125277805007,1,Non-landed Properties
498,2400,30,40,300,400,2022-10-01,1,LIM AH WOO ROAD,SUITES @ GUILLEMARD,15,1,103.89176002175449,1.31256786813352,1,Non-landed Properties
91,2800,30,40,400,500,2022-10-01,1,JALAN JURONG KECHIL,THE HILLFORD,21,1,103.76960882734788,1.34429805701879,1,Non-landed Properties
2863,3000,30,40,400,500,2022-10-01,1,MEYAPPA CHETTIAR ROAD,THE POIZ RESIDENCES,13,1,103.86814370922272,1.3315449069588443,1,Non-landed Properties
289,2600,30,40,400,500,2022-10-01,1,LORONG 39 GEYLANG,D'WEAVE,14,1,103.890464670569,1.315541641998095,1,Non-landed Properties
3078,3300,30,40,400,500,2022-10-01,99,SIMS AVENUE,PARC ESTA,14,1,103.9030921249572,1.3180048937637041,1,Non-landed Properties
1088,2500,30,40,400,500,2022-10-01,1,SING JOO WALK,JOOL SUITES,8,1,103.854936380661,1.31520744505346,1,Non-landed Properties
2952,3100,30,40,400,500,2022-10-01,1,BEATTY ROAD,STURDEE RESIDENCES,8,1,103.859039919341,1.3129193467866049,1,Non-landed Properties
1639,2300,30,40,400,500,2022-10-01,1,LORONG 26 GEYLANG,LA FLEUR,14,1,103.884579319213,1.3124453801617251,1,Non-landed Properties
3078,3500,30,40,400,500,2022-10-01,99,SIMS AVENUE,PARC ESTA,14,1,103.9030921249572,1.3180048937637041,1,Non-landed Properties
2925,3000,30,40,400,500,2022-10-01,99,YISHUN CENTRAL 1,NORTH PARK RESIDENCES,27,1,103.83606820069022,1.4272863532259643,1,Non-landed Properties
714,2500,30,40,400,500,2022-10-01,1,LORONG 30 GEYLANG,GUILLEMARD EDGE,14,1,103.88595270432548,1.31200412668752,1,Non-landed Properties
890,3000,30,40,400,500,2022-10-01,99,LORONG K TELOK KURAU,THE CRISTALLO,15,1,103.91157095616548,1.312701063194925,1,Non-landed Properties
2829,2850,30,40,400,500,2022-10-01,1,GEYLANG EAST AVENUE 1,TRE RESIDENCES,14,1,103.88484235930434,1.3171974347115734,1,Non-landed Properties
2925,2900,30,40,400,500,2022-10-01,99,YISHUN CENTRAL 1,NORTH PARK RESIDENCES,27,1,103.83606820069022,1.4272863532259643,1,Non-landed Properties
2872,2688,30,40,400,500,2022-10-01,1,JALAN KEMAMAN,NEEM TREE,12,1,103.85154196185,1.3273768846683751,1,Non-landed Properties
2829,2900,30,40,400,500,2022-10-01,1,GEYLANG EAST AVENUE 1,TRE RESIDENCES,14,1,103.88484235930434,1.3171974347115734,1,Non-landed Properties
574,2500,30,40,400,500,2022-10-01,1,LORONG 28 GEYLANG,MELOSA,14,1,103.8854021710515,1.31253626234823,1,Non-landed Properties
2863,2900,30,40,400,500,2022-10-01,1,MEYAPPA CHETTIAR ROAD,THE POIZ RESIDENCES,13,1,103.86814370922272,1.3315449069588443,1,Non-landed Properties
284,3000,30,40,400,500,2022-10-01,1,JALAN MASJID,KEMBANGAN SUITES,14,1,103.9127255535555,1.3201522145093398,1,Non-landed Properties
1008,2400,30,40,400,500,2022-10-01,1,LORONG 26 GEYLANG,CASA AERATA,14,1,103.885073728748,1.31232844000328,1,Non-landed Properties
3078,3500,30,40,400,500,2022-10-01,99,SIMS AVENUE,PARC ESTA,14,1,103.9030921249572,1.3180048937637041,1,Non-landed Properties
3056,3100,30,40,400,500,2022-10-01,1,FERNVALE STREET,PARC BOTANNIA,28,1,103.87479063086367,1.3982987013166717,1,Non-landed Properties
1147,2000,30,40,400,500,2022-10-01,1,SIN MING ROAD,THOMSON V TWO,20,1,103.835587800951,1.3534214381498351,1,Non-landed Properties
175,2500,30,40,400,500,2022-10-01,99,TELOK KURAU ROAD,PARC ELEGANCE,15,1,103.90896368934661,1.317693212998424,1,Non-landed Properties
1420,1850,30,40,400,500,2022-10-01,1,SIMS AVENUE,CENTRA HEIGHTS,14,1,103.886572095993,1.31629946355352,1,Non-landed Properties
1599,2600,30,40,400,500,2022-10-01,1,GEYLANG EAST AVENUE 2,SIMS EDGE,14,1,103.8879004821315,1.3163838518113748,1,Non-landed Properties
2595,2800,30,40,400,500,2022-10-01,1,ANG MO KIO AVENUE 2,THE PANORAMA,20,1,103.83464703060876,1.3756588559095664,1,Non-landed Properties
1038,2600,30,40,400,500,2022-10-01,99,CHANGI ROAD,SUITES@CHANGI,14,1,103.904757510881,1.317039111455095,1,Non-landed Properties
